LFEM_data- (8)
Below is the data for Univ. of Wash.(Urb.Hort.),,,,,,,,,,
 Pseudo-Julian-Date,Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Direction,Pressure,Solar
2460498.3041667,2024-07-06,07:18,62.000000,51.400000,67.0,0.600000,1.600000,21,1014.9,0.0
2460498.3048611,2024-07-06,07:19,62.000000,51.600000,68.0,0.400000,1.600000,25,1014.9,-0.1
2460498.3055556,2024-07-06,07:20,62.000000,52.000000,69.0,0.000000,1.400000,5,1014.9,-0.1
2460498.3062500,2024-07-06,07:21,62.000000,52.200000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3069444,2024-07-06,07:22,62.000000,52.300000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3076389,2024-07-06,07:23,62.000000,52.200000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3083333,2024-07-06,07:24,62.000000,52.000000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3090278,2024-07-06,07:25,62.000000,52.000000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3097222,2024-07-06,07:26,62.000000,52.000000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3104167,2024-07-06,07:27,62.000000,51.800000,68.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3111111,2024-07-06,07:28,62.000000,51.600000,68.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3118056,2024-07-06,07:29,62.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3125000,2024-07-06,07:30,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3131944,2024-07-06,07:31,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3138889,2024-07-06,07:32,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3145833,2024-07-06,07:33,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3152778,2024-07-06,07:34,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3159722,2024-07-06,07:35,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3166667,2024-07-06,07:36,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3173611,2024-07-06,07:37,61.000000,51.800000,70.0,0.200000,1.600000,29,1014.9,-0.1
2460498.3180556,2024-07-06,07:38,61.000000,52.500000,71.0,0.400000,1.600000,31,1015.0,-0.1
2460498.3187500,2024-07-06,07:39,61.000000,52.300000,71.0,0.800000,1.700000,31,1015.0,-0.1
2460498.3194444,2024-07-06,07:40,61.000000,52.000000,70.0,2.100000,2.300000,31,1015.0,-0.1
2460498.3201389,2024-07-06,07:41,61.000000,52.000000,70.0,2.300000,2.500000,29,1015.0,-0.1
2460498.3208333,2024-07-06,07:42,61.000000,52.000000,70.0,2.300000,2.500000,29,1015.0,-0.1
2460498.3215278,2024-07-06,07:43,61.000000,52.000000,69.0,2.300000,2.500000,26,1015.0,0.0
2460498.3222222,2024-07-06,07:44,61.000000,51.800000,69.0,1.200000,2.300000,15,1015.0,0.0
2460498.3229167,2024-07-06,07:45,61.000000,51.600000,69.0,0.000000,0.000000,0,1015.0,-0.1
2460498.3236111,2024-07-06,07:46,61.000000,51.600000,69.0,0.000000,0.000000,0,1015.0,-0.1
2460498.3243056,2024-07-06,07:47,61.000000,51.800000,69.0,0.000000,0.000000,0,1015.0,0.0
2460498.3250000,2024-07-06,07:48,61.000000,51.600000,69.0,0.000000,0.000000,0,1015.0,-0.1
2460498.3256944,2024-07-06,07:49,61.000000,51.600000,69.0,1.000000,1.900000,339,1015.0,-0.1
2460498.3263889,2024-07-06,07:50,61.000000,51.600000,69.0,2.100000,2.300000,339,1015.0,-0.1
2460498.3270833,2024-07-06,07:51,61.000000,51.600000,69.0,1.600000,1.900000,329,1015.0,0.0
2460498.3277778,2024-07-06,07:52,61.000000,51.600000,69.0,1.000000,2.100000,322,1015.0,-0.1
2460498.3284722,2024-07-06,07:53,61.000000,51.400000,69.0,1.400000,1.900000,310,1015.0,-0.1
2460498.3291667,2024-07-06,07:54,61.000000,51.400000,69.0,2.100000,2.500000,309,1015.0,0.0
2460498.3298611,2024-07-06,07:55,61.000000,51.400000,69.0,2.300000,2.500000,311,1014.9,-0.1
2460498.3305556,2024-07-06,07:56,61.000000,51.300000,68.0,2.100000,2.300000,313,1014.9,-0.1
2460498.3312500,2024-07-06,07:57,61.000000,51.100000,68.0,1.900000,2.100000,322,1014.9,-0.1
2460498.3319444,2024-07-06,07:58,61.000000,51.100000,67.0,0.800000,1.600000,333,1014.9,-0.1
2460498.3326389,2024-07-06,07:59,61.000000,51.100000,67.0,0.400000,1.600000,333,1014.9,-0.1
2460498.3333333,2024-07-06,08:00,61.000000,50.900000,67.0,0.000000,0.400000,338,1014.9,-0.1
2460498.3340278,2024-07-06,08:01,62.000000,50.900000,66.0,0.000000,0.000000,0,1014.9,0.0
2460498.3347222,2024-07-06,08:02,62.000000,50.900000,66.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3354167,2024-07-06,08:03,62.000000,50.900000,66.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3361111,2024-07-06,08:04,62.000000,50.900000,66.0,0.200000,1.400000,37,1014.9,-0.1
2460498.3368056,2024-07-06,08:05,62.000000,51.100000,67.0,1.000000,1.900000,45,1014.9,-0.1
2460498.3375000,2024-07-06,08:06,62.000000,51.600000,68.0,1.400000,1.900000,41,1014.9,-0.1
2460498.3381944,2024-07-06,08:07,62.000000,51.600000,68.0,0.200000,1.000000,90,1014.9,-0.1
2460498.3388889,2024-07-06,08:08,62.000000,51.800000,68.0,1.400000,2.100000,107,1014.9,-0.1
2460498.3395833,2024-07-06,08:09,62.000000,51.600000,68.0,0.400000,1.700000,106,1014.9,-0.1
2460498.3402778,2024-07-06,08:10,62.000000,51.600000,68.0,0.000000,0.000000,0,1014.9,-0.1
2460498.3409722,2024-07-06,08:11,62.000000,51.800000,68.0,0.000000,0.000000,0,1014.8,-0.1
2460498.3416667,2024-07-06,08:12,62.000000,51.800000,68.0,0.000000,0.000000,0,1014.8,0.0
2460498.3423611,2024-07-06,08:13,62.000000,51.800000,69.0,0.000000,0.000000,0,1014.8,-0.1
2460498.3430556,2024-07-06,08:14,62.000000,52.000000,69.0,1.400000,1.700000,28,1014.8,-0.1
2460498.3437500,2024-07-06,08:15,62.000000,52.000000,69.0,0.600000,1.700000,13,1014.8,-0.1
2460498.3444444,2024-07-06,08:16,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.8,-0.1
2460498.3451389,2024-07-06,08:17,61.000000,51.800000,69.0,0.000000,0.000000,0,1014.8,-0.1
2460498.3458333,2024-07-06,08:18,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.8,-0.1
2460498.3465278,2024-07-06,08:19,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.8,-0.1
2460498.3472222,2024-07-06,08:20,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3479167,2024-07-06,08:21,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3486111,2024-07-06,08:22,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3493056,2024-07-06,08:23,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3500000,2024-07-06,08:24,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3506944,2024-07-06,08:25,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3513889,2024-07-06,08:26,61.000000,51.600000,69.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3520833,2024-07-06,08:27,61.000000,51.600000,70.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3527778,2024-07-06,08:28,61.000000,51.800000,70.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3534722,2024-07-06,08:29,61.000000,51.600000,70.0,0.800000,1.600000,23,1014.7,-0.1
2460498.3541667,2024-07-06,08:30,61.000000,51.600000,70.0,0.000000,0.600000,21,1014.7,-0.1
2460498.3548611,2024-07-06,08:31,61.000000,51.400000,70.0,0.400000,1.600000,28,1014.7,-0.1
2460498.3555556,2024-07-06,08:32,61.000000,51.300000,70.0,0.000000,0.800000,31,1014.6,-0.1
2460498.3562500,2024-07-06,08:33,61.000000,51.300000,70.0,0.000000,1.400000,28,1014.6,-0.1
2460498.3569444,2024-07-06,08:34,61.000000,51.300000,70.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3576389,2024-07-06,08:35,61.000000,51.600000,71.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3583333,2024-07-06,08:36,61.000000,51.600000,71.0,0.000000,0.400000,80,1014.6,-0.1
2460498.3590278,2024-07-06,08:37,61.000000,51.400000,71.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3597222,2024-07-06,08:38,60.000000,51.400000,71.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3604167,2024-07-06,08:39,60.000000,52.000000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3611111,2024-07-06,08:40,60.000000,52.200000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3618056,2024-07-06,08:41,60.000000,52.000000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3625000,2024-07-06,08:42,60.000000,51.800000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3631944,2024-07-06,08:43,60.000000,51.800000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3638889,2024-07-06,08:44,60.000000,51.800000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3645833,2024-07-06,08:45,60.000000,51.800000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3652778,2024-07-06,08:46,60.000000,51.600000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3659722,2024-07-06,08:47,60.000000,51.600000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3666667,2024-07-06,08:48,60.000000,51.400000,72.0,0.000000,0.600000,13,1014.6,-0.1
2460498.3673611,2024-07-06,08:49,60.000000,51.400000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3680556,2024-07-06,08:50,60.000000,51.400000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3687500,2024-07-06,08:51,60.000000,51.300000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3694444,2024-07-06,08:52,60.000000,51.300000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3701389,2024-07-06,08:53,60.000000,51.100000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3708333,2024-07-06,08:54,60.000000,51.300000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3715278,2024-07-06,08:55,59.000000,51.300000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3722222,2024-07-06,08:56,60.000000,51.400000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3729167,2024-07-06,08:57,59.000000,51.300000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3736111,2024-07-06,08:58,59.000000,51.300000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3743056,2024-07-06,08:59,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3750000,2024-07-06,09:00,59.000000,51.100000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3756944,2024-07-06,09:01,59.000000,50.900000,72.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3763889,2024-07-06,09:02,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3770833,2024-07-06,09:03,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3777778,2024-07-06,09:04,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3784722,2024-07-06,09:05,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3791667,2024-07-06,09:06,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3798611,2024-07-06,09:07,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3805556,2024-07-06,09:08,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3812500,2024-07-06,09:09,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3819444,2024-07-06,09:10,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3826389,2024-07-06,09:11,59.000000,50.900000,73.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3833333,2024-07-06,09:12,59.000000,50.900000,73.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3840278,2024-07-06,09:13,59.000000,50.900000,73.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3847222,2024-07-06,09:14,59.000000,51.100000,74.0,0.000000,0.000000,0,1014.7,-0.1
2460498.3854167,2024-07-06,09:15,59.000000,51.300000,74.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3861111,2024-07-06,09:16,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3868056,2024-07-06,09:17,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3875000,2024-07-06,09:18,59.000000,51.100000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3881944,2024-07-06,09:19,59.000000,50.900000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3888889,2024-07-06,09:20,59.000000,50.900000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3895833,2024-07-06,09:21,59.000000,50.900000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3902778,2024-07-06,09:22,59.000000,50.700000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3909722,2024-07-06,09:23,59.000000,50.700000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3916667,2024-07-06,09:24,59.000000,50.700000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3923611,2024-07-06,09:25,59.000000,50.700000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3930556,2024-07-06,09:26,59.000000,50.700000,73.0,0.000000,0.000000,0,1014.6,-0.1
2460498.3937500,2024-07-06,09:27,59.000000,50.900000,74.0,0.000000,0.200000,15,1014.5,-0.1
2460498.3944444,2024-07-06,09:28,59.000000,50.700000,74.0,0.200000,1.200000,11,1014.5,-0.1
2460498.3951389,2024-07-06,09:29,59.000000,50.700000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.3958333,2024-07-06,09:30,59.000000,50.900000,74.0,1.000000,1.700000,45,1014.5,-0.1
2460498.3965278,2024-07-06,09:31,59.000000,50.900000,74.0,1.600000,1.700000,39,1014.5,-0.1
2460498.3972222,2024-07-06,09:32,59.000000,50.900000,74.0,0.400000,1.600000,39,1014.5,-0.1
2460498.3979167,2024-07-06,09:33,59.000000,50.900000,75.0,0.000000,0.000000,0,1014.5,-0.1
2460498.3986111,2024-07-06,09:34,59.000000,51.100000,75.0,0.000000,0.000000,0,1014.5,-0.1
2460498.3993056,2024-07-06,09:35,59.000000,51.100000,75.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4000000,2024-07-06,09:36,59.000000,51.100000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4006944,2024-07-06,09:37,59.000000,50.900000,74.0,0.200000,1.400000,31,1014.5,-0.1
2460498.4013889,2024-07-06,09:38,58.000000,50.700000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4020833,2024-07-06,09:39,58.000000,50.700000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4027778,2024-07-06,09:40,58.000000,50.700000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4034722,2024-07-06,09:41,58.000000,50.500000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4041667,2024-07-06,09:42,58.000000,50.500000,74.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4048611,2024-07-06,09:43,58.000000,50.500000,74.0,0.200000,1.400000,34,1014.6,-0.1
2460498.4055556,2024-07-06,09:44,58.000000,50.500000,75.0,0.400000,1.600000,21,1014.6,-0.1
2460498.4062500,2024-07-06,09:45,58.000000,50.700000,75.0,0.600000,1.600000,11,1014.6,-0.1
2460498.4069444,2024-07-06,09:46,58.000000,50.700000,75.0,0.400000,1.600000,13,1014.6,-0.1
2460498.4076389,2024-07-06,09:47,58.000000,50.900000,76.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4083333,2024-07-06,09:48,58.000000,50.900000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4090278,2024-07-06,09:49,58.000000,50.900000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4097222,2024-07-06,09:50,58.000000,50.700000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4104167,2024-07-06,09:51,58.000000,50.700000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4111111,2024-07-06,09:52,58.000000,50.700000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4118056,2024-07-06,09:53,58.000000,50.700000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4125000,2024-07-06,09:54,58.000000,50.700000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4131944,2024-07-06,09:55,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4138889,2024-07-06,09:56,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4145833,2024-07-06,09:57,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4152778,2024-07-06,09:58,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4159722,2024-07-06,09:59,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4166667,2024-07-06,10:00,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4173611,2024-07-06,10:01,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4180556,2024-07-06,10:02,58.000000,50.700000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4187500,2024-07-06,10:03,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4194444,2024-07-06,10:04,58.000000,50.500000,75.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4201389,2024-07-06,10:05,58.000000,50.500000,76.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4208333,2024-07-06,10:06,58.000000,50.500000,76.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4215278,2024-07-06,10:07,58.000000,50.700000,76.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4222222,2024-07-06,10:08,58.000000,50.900000,76.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4229167,2024-07-06,10:09,58.000000,50.700000,76.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4236111,2024-07-06,10:10,58.000000,50.700000,76.0,0.600000,1.400000,41,1014.5,-0.1
2460498.4243056,2024-07-06,10:11,58.000000,50.700000,76.0,0.200000,1.400000,45,1014.5,-0.1
2460498.4250000,2024-07-06,10:12,58.000000,50.900000,77.0,0.000000,0.600000,45,1014.5,-0.1
2460498.4256944,2024-07-06,10:13,58.000000,50.900000,77.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4263889,2024-07-06,10:14,58.000000,50.700000,77.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4270833,2024-07-06,10:15,58.000000,50.900000,77.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4277778,2024-07-06,10:16,58.000000,51.100000,77.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4284722,2024-07-06,10:17,58.000000,51.100000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4291667,2024-07-06,10:18,58.000000,51.100000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4298611,2024-07-06,10:19,57.000000,50.900000,77.0,1.200000,1.700000,26,1014.6,-0.1
2460498.4305556,2024-07-06,10:20,57.000000,51.100000,77.0,1.600000,1.700000,25,1014.6,-0.1
2460498.4312500,2024-07-06,10:21,57.000000,51.100000,77.0,1.200000,1.700000,15,1014.6,-0.1
2460498.4319444,2024-07-06,10:22,57.000000,51.100000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4326389,2024-07-06,10:23,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4333333,2024-07-06,10:24,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4340278,2024-07-06,10:25,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4347222,2024-07-06,10:26,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4354167,2024-07-06,10:27,57.000000,50.700000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4361111,2024-07-06,10:28,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4368056,2024-07-06,10:29,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4375000,2024-07-06,10:30,57.000000,50.900000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4381944,2024-07-06,10:31,57.000000,50.700000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4388889,2024-07-06,10:32,57.000000,50.700000,77.0,0.000000,0.000000,0,1014.6,-0.1
2460498.4395833,2024-07-06,10:33,57.000000,50.700000,78.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4402778,2024-07-06,10:34,57.000000,50.700000,78.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4409722,2024-07-06,10:35,57.000000,50.900000,78.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4416667,2024-07-06,10:36,57.000000,50.900000,78.0,0.400000,1.600000,346,1014.5,-0.1
2460498.4423611,2024-07-06,10:37,57.000000,50.900000,78.0,1.400000,1.600000,346,1014.5,-0.1
2460498.4430556,2024-07-06,10:38,57.000000,51.100000,79.0,1.600000,1.700000,350,1014.5,-0.1
2460498.4437500,2024-07-06,10:39,57.000000,51.100000,79.0,0.400000,1.600000,0,1014.5,-0.1
2460498.4444444,2024-07-06,10:40,57.000000,51.300000,79.0,1.600000,1.700000,352,1014.5,-0.1
2460498.4451389,2024-07-06,10:41,57.000000,51.300000,79.0,0.000000,1.600000,25,1014.5,-0.1
2460498.4458333,2024-07-06,10:42,57.000000,51.400000,80.0,0.000000,0.400000,39,1014.4,-0.1
2460498.4465278,2024-07-06,10:43,57.000000,51.400000,79.0,1.000000,1.600000,45,1014.4,-0.1
2460498.4472222,2024-07-06,10:44,57.000000,51.300000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4479167,2024-07-06,10:45,57.000000,51.600000,80.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4486111,2024-07-06,10:46,57.000000,51.600000,80.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4493056,2024-07-06,10:47,57.000000,51.400000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4500000,2024-07-06,10:48,57.000000,51.300000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4506944,2024-07-06,10:49,57.000000,51.300000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4513889,2024-07-06,10:50,57.000000,51.300000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4520833,2024-07-06,10:51,57.000000,51.100000,79.0,0.800000,1.600000,26,1014.4,-0.1
2460498.4527778,2024-07-06,10:52,57.000000,51.100000,79.0,1.600000,1.700000,24,1014.4,-0.1
2460498.4534722,2024-07-06,10:53,57.000000,51.100000,79.0,1.200000,1.700000,29,1014.4,-0.1
2460498.4541667,2024-07-06,10:54,57.000000,51.100000,79.0,2.100000,2.500000,32,1014.4,-0.1
2460498.4548611,2024-07-06,10:55,57.000000,51.300000,79.0,1.900000,2.500000,23,1014.4,-0.1
2460498.4555556,2024-07-06,10:56,57.000000,51.100000,79.0,1.400000,1.900000,21,1014.4,-0.1
2460498.4562500,2024-07-06,10:57,57.000000,51.100000,79.0,0.200000,1.700000,358,1014.4,-0.1
2460498.4569444,2024-07-06,10:58,57.000000,50.900000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4576389,2024-07-06,10:59,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4583333,2024-07-06,11:00,57.000000,50.900000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4590278,2024-07-06,11:01,57.000000,50.900000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4597222,2024-07-06,11:02,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4604167,2024-07-06,11:03,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4611111,2024-07-06,11:04,57.000000,51.100000,79.0,0.000000,0.400000,316,1014.4,-0.1
2460498.4618056,2024-07-06,11:05,57.000000,51.300000,80.0,1.400000,1.700000,310,1014.4,-0.1
2460498.4625000,2024-07-06,11:06,57.000000,51.300000,79.0,0.200000,0.800000,321,1014.4,-0.1
2460498.4631944,2024-07-06,11:07,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4638889,2024-07-06,11:08,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4645833,2024-07-06,11:09,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4652778,2024-07-06,11:10,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4659722,2024-07-06,11:11,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4666667,2024-07-06,11:12,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4673611,2024-07-06,11:13,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4680556,2024-07-06,11:14,57.000000,51.100000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4687500,2024-07-06,11:15,57.000000,50.900000,78.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4694444,2024-07-06,11:16,57.000000,50.900000,78.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4701389,2024-07-06,11:17,57.000000,50.900000,78.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4708333,2024-07-06,11:18,57.000000,50.900000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4715278,2024-07-06,11:19,57.000000,50.900000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4722222,2024-07-06,11:20,57.000000,51.100000,79.0,0.000000,0.200000,27,1014.5,-0.1
2460498.4729167,2024-07-06,11:21,57.000000,50.900000,79.0,0.400000,1.600000,32,1014.5,-0.1
2460498.4736111,2024-07-06,11:22,57.000000,50.900000,79.0,1.000000,1.700000,32,1014.5,-0.1
2460498.4743056,2024-07-06,11:23,57.000000,51.100000,79.0,1.900000,2.100000,29,1014.5,-0.1
2460498.4750000,2024-07-06,11:24,57.000000,50.900000,79.0,0.400000,1.600000,19,1014.5,-0.1
2460498.4756944,2024-07-06,11:25,57.000000,50.900000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4763889,2024-07-06,11:26,57.000000,50.700000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4770833,2024-07-06,11:27,57.000000,50.700000,79.0,0.000000,0.000000,0,1014.4,-0.1
2460498.4777778,2024-07-06,11:28,57.000000,50.700000,79.0,0.000000,0.000000,0,1014.5,-0.1
2460498.4784722,2024-07-06,11:29,57.000000,50.500000,78.0,0.000000,0.000000,0,1014.5,-0.1
